Product Details,,,,
ProductID,Product,Category,ManufacturerID,Price
1,Abbas MA-01|All Season,Mix,1,USD 412.13
2130,Victoria UR-06|Regular,,14,USD 472.24
2131,Victoria UR-07|Regular,,14,USD 446.2
2132,Victoria UR-08|Regular,,14,USD 383.2
2133,Victoria UR-09|Regular,,14,USD 493.45
2134,Victoria UR-10|Regular,,14,USD 524.95
2135,Victoria UR-11|Regular,,14,USD 524.74
2136,Victoria UR-12|Regular,,14,USD 477.7
2137,Victoria UR-13|Regular,,14,USD 524.7375
2138,Victoria UR-14|Regular,,14,USD 551.2
2139,Victoria UR-15|Regular,,14,USD 456.7
2140,Victoria UR-16|Regular,,14,USD 550.99
2141,Victoria UR-17|Regular,,14,USD 472.45
2142,Victoria UR-18|Regular,,14,USD 524.95
2143,Victoria UR-19|Regular,,14,USD 451.45
2144,Victoria UR-20|Regular,,14,USD 477.7
2145,Victoria UR-21|Regular,,14,USD 472.45
2146,Victoria UR-22|Regular,,14,USD 383.2
2147,Victoria UR-23|Regular,,14,USD 490.8225
2148,Victoria UE-01|Extreme,Urban,14,USD 708.7
2149,Victoria UE-02|Extreme,,14,USD 435.7
2150,Victoria UE-03|Extreme,,14,USD 719.25
2151,Victoria UE-04|Extreme,,14,USD 572.2
2152,Victoria UE-05|Extreme,,14,USD 608.74
2153,Victoria UE-06|Extreme,,14,USD 614.2
2154,Victoria UE-07|Extreme,,14,USD 892.4475
2155,Victoria UE-08|Extreme,,14,USD 645.7
2156,Victoria UE-09|Extreme,,14,USD 603.4875
2157,Victoria UE-10|Extreme,,14,USD 456.7
2158,Victoria UE-11|Extreme,,14,USD 329.78
2159,Victoria UE-12|Extreme,,14,USD 498.7
2160,Victoria UE-13|Extreme,,14,USD 577.2375
2161,Victoria UE-14|Extreme,,14,USD 608.74
2162,Victoria UE-15|Extreme,,14,USD 655.9875
2163,Victoria UE-16|Extreme,,14,USD 708.7
2164,Victoria UE-17|Extreme,,14,USD 409.45
2165,Victoria UE-18|Extreme,,14,USD 671.95
2166,Victoria UE-19|Extreme,,14,USD 629.95
2167,Victoria UE-20|Extreme,,14,USD 577.45
2168,Victoria UE-21|Extreme,,14,USD 419.95
2169,Victoria UE-22|Extreme,,14,USD 619.45
2170,Victoria UE-23|Extreme,,14,USD 703.45
2171,Victoria UC-01|Convenience,Urban,14,USD 456.7
2172,Victoria UC-02|Convenience,,14,USD 824.2
2173,Victoria UC-03|Convenience,,14,USD 776.95
2174,Victoria UC-04|Convenience,,14,USD 419.95
2175,Victoria UC-05|Convenience,,14,USD 472.4475
2176,Victoria UC-06|Convenience,,14,USD 734.95
2177,Victoria UC-07|Convenience,,14,USD 671.95
2178,Victoria UC-08|Convenience,,14,USD 860.95
2179,Victoria UC-09|Convenience,,14,USD 787.45
2180,Victoria UC-10|Convenience,,14,USD 498.7
2181,Victoria UC-11|Convenience,,14,USD 787.45
2182,Victoria UC-12|Convenience,,14,USD 787.45
2183,Victoria UC-13|Convenience,,14,USD 787.45
2184,Victoria UC-14|Convenience,,14,USD 839.48
2185,Victoria UC-15|Convenience,,14,USD 855.7
2186,Victoria UC-16|Convenience,,14,USD 467.2
2187,Aliqui MA-01|All Season,Mix,2,USD 329.78
2188,Aliqui MA-02|All Season,,2,USD 233.575
2189,Aliqui MA-03|All Season,,2,USD 351.23
2190,Aliqui MA-04|All Season,,2,USD 329.78
2191,Aliqui MA-05|All Season,,2,USD 246.7
2192,Aliqui MA-06|All Season,,2,USD 220.45
2193,Aliqui MA-07|All Season,,2,USD 792.23
2194,Aliqui MA-08|All Season,,2,USD 329.78
2195,Aliqui MA-09|All Season,,2,USD 165.3225
2196,Aliqui MA-10|All Season,,2,USD 329.78
2197,Aliqui MA-11|All Season,,2,USD 272.48
2198,Aliqui MA-12|All Season,,2,USD 329.78
2199,Aliqui MA-13|All Season,,2,USD 240.98
2200,Aliqui MA-14|All Season,,2,USD 17.325
2201,Aliqui MA-15|All Season,,2,USD 62.9475
2202,Aliqui MA-16|All Season,,2,USD 345.98
2203,Aliqui MA-17|All Season,,2,USD 849.98
2204,Aliqui RP-01|Productivity,Rural,2,USD 173.2
2205,Aliqui RP-02|Productivity,,2,USD 173.2
2206,Aliqui RP-03|Productivity,,2,USD 117.6
2207,Aliqui RP-04|Productivity,,2,USD 117.6
2208,Aliqui RP-05|Productivity,,2,USD 0
2209,Aliqui RP-06|Productivity,,2,USD 0
2210,Aliqui RP-07|Productivity,,2,USD 107.575
2211,Aliqui RP-08|Productivity,,2,USD 107.575
2212,Aliqui RP-09|Productivity,,2,USD 91.825
2213,Aliqui RP-10|Productivity,,2,USD 91.825
2214,Aliqui RP-11|Productivity,,2,USD 435.23
2215,Aliqui RP-12|Productivity,,2,USD 435.23
2216,Aliqui RP-13|Productivity,,2,USD 329.78
2217,Aliqui RP-14|Productivity,,2,USD 329.78
2218,Aliqui RP-15|Productivity,,2,USD 172.73
2219,Aliqui RP-16|Productivity,,2,USD 172.73
2220,Aliqui RP-17|Productivity,,2,USD 329.78
2221,Aliqui RP-18|Productivity,,2,USD 329.78
2222,Aliqui RP-19|Productivity,,2,USD 246.7
2223,Aliqui RP-20|Productivity,,2,USD 246.7
2224,Aliqui RP-21|Productivity,,2,USD 80.85
2225,Aliqui RP-22|Productivity,,2,USD 80.85
2226,Aliqui RP-23|Productivity,,2,USD 325.45
2227,Aliqui RP-24|Productivity,,2,USD 325.45
2228,Aliqui RP-25|Productivity,,2,USD 329.78
2229,Aliqui RP-26|Productivity,,2,USD 329.78
2230,Aliqui RP-27|Productivity,,2,USD 329.78
2231,Aliqui RP-28|Productivity,,2,USD 329.78
2232,Aliqui RP-29|Productivity,,2,USD 329.78
2233,Aliqui RP-30|Productivity,,2,USD 329.78
2234,Aliqui RP-31|Productivity,,2,USD 70.825
2235,Aliqui RP-32|Productivity,,2,USD 70.825
2236,Aliqui RP-33|Productivity,,2,USD 209.48
2237,Aliqui RP-34|Productivity,,2,USD 209.48
2238,Aliqui RP-35|Productivity,,2,USD 141.7
2239,Aliqui RP-36|Productivity,,2,USD 141.7
2240,Aliqui RP-37|Productivity,,2,USD 89.2
2241,Aliqui RP-38|Productivity,,2,USD 89.2
2242,Aliqui RP-39|Productivity,,2,USD 329.78
2243,Aliqui RP-40|Productivity,,2,USD 329.78
2244,Aliqui RP-41|Productivity,,2,USD 329.78
2245,Aliqui RP-42|Productivity,,2,USD 329.78
2246,Aliqui RP-43|Productivity,,2,USD 131.2
2247,Aliqui RP-44|Productivity,,2,USD 131.2
2248,Aliqui RP-45|Productivity,,2,USD 329.78
2249,Aliqui RP-46|Productivity,,2,USD 329.78
2250,Aliqui RP-47|Productivity,,2,USD 125.95
2251,Aliqui RP-48|Productivity,,2,USD 125.95
2252,Aliqui RP-49|Productivity,,2,USD 141.7
2253,Aliqui RP-50|Productivity,,2,USD 141.7
2254,Aliqui RP-51|Productivity,,2,USD 75.6
2255,Aliqui RP-52|Productivity,,2,USD 75.6
2256,Aliqui RP-53|Productivity,,2,USD 329.78
2257,Aliqui RP-54|Productivity,,2,USD 329.78
2258,Aliqui RP-55|Productivity,,2,USD 329.78
2259,Aliqui RP-56|Productivity,,2,USD 329.78
2260,Aliqui RP-57|Productivity,,2,USD 188.9475
2261,Aliqui RP-58|Productivity,,2,USD 188.9475
2262,Aliqui RP-59|Productivity,,2,USD 366.98
2263,Aliqui RP-60|Productivity,,2,USD 366.98
2264,Aliqui RP-61|Productivity,,2,USD 329.78
2265,Aliqui RP-62|Productivity,,2,USD 329.78
2266,Aliqui RP-63|Productivity,,2,USD 329.78
2267,Aliqui RP-64|Productivity,,2,USD 329.78
2268,Aliqui RS-01|Select,Rural,2,USD 309.7
2269,Aliqui RS-02|Select,,2,USD 393.23
2270,Aliqui RS-03|Select,,2,USD 314.95
2271,Aliqui RS-04|Select,,2,USD 329.78
2272,Aliqui RS-05|Select,,2,USD 329.78
2273,Aliqui RS-06|Select,,2,USD 1023.6975
2274,Aliqui RS-07|Select,,2,USD 293.95
2275,Aliqui RS-08|Select,,2,USD 445.73
2276,Aliqui RS-09|Select,,2,USD 329.78
2277,Aliqui RS-10|Select,,2,USD 330.23
2278,Aliqui RS-11|Select,,2,USD 186.3225
2279,Aliqui RS-12|Select,,2,USD 167.95
2280,Aliqui RS-13|Select,,2,USD 209.48
2281,Aliqui RS-14|Select,,2,USD 236.1975
2282,Aliqui RS-15|Select,,2,USD 304.45
2283,Aliqui RS-16|Select,,2,USD 329.78
2284,Aliqui RS-17|Select,,2,USD 375.38
2285,Aliqui RS-18|Select,,2,USD 329.78
2286,Aliqui UM-01|Moderation,Urban,2,USD 834.23
2287,Aliqui UM-02|Moderation,,2,USD 839.95
2288,Aliqui UM-03|Moderation,,2,USD 329.78
2289,Aliqui UM-04|Moderation,,2,USD 944.48
2290,Aliqui UM-05|Moderation,,2,USD 813.7
2291,Aliqui UM-06|Moderation,,2,USD 918.23
2292,Aliqui UM-07|Moderation,,2,USD 723.98
2293,Aliqui UM-08|Moderation,,2,USD 855.23
2294,Aliqui UM-09|Moderation,,2,USD 403.15
2295,Aliqui UM-10|Moderation,,2,USD 1080.98
2296,Aliqui UM-11|Moderation,,2,USD 886.73
2297,Aliqui UM-12|Moderation,,2,USD 622.0725
2298,Aliqui UR-01|Regular,Urban,2,USD 329.78
2299,Aliqui UR-02|Regular,,2,USD 115.4475
2300,Aliqui UR-03|Regular,,2,USD 329.78
2301,Aliqui UR-04|Regular,,2,USD 329.78
2302,Aliqui UR-05|Regular,,2,USD 0
2303,Aliqui UR-06|Regular,,2,USD 329.78
2304,Aliqui UR-07|Regular,,2,USD 329.78
2305,Aliqui UR-08|Regular,,2,USD 283.4475
2306,Aliqui UR-09|Regular,,2,USD 329.78
2307,Aliqui UR-10|Regular,,2,USD 283.45
2308,Aliqui UR-11|Regular,,2,USD 329.78
2309,Aliqui UR-12|Regular,,2,USD 314.48
2310,Aliqui UR-13|Regular,,2,USD 329.78
2311,Aliqui UR-14|Regular,,2,USD 194.1975
2312,Aliqui UR-15|Regular,,2,USD 194.1975
2313,Aliqui UR-16|Regular,,2,USD 28.2975
2314,Aliqui UR-17|Regular,,2,USD 13.9125
2315,Aliqui UR-18|Regular,,2,USD 329.78
2316,Aliqui UR-19|Regular,,2,USD 329.78
2317,Aliqui UR-20|Regular,,2,USD 329.78
2318,Aliqui UR-21|Regular,,2,USD 329.78
2319,Aliqui UR-22|Regular,,2,USD 329.78
2320,Aliqui UR-23|Regular,,2,USD 34.0725
2321,Aliqui UR-24|Regular,,2,USD 367.4475
2322,Aliqui UR-25|Regular,,2,USD 329.78
2323,Aliqui UR-26|Regular,,2,USD 329.78
2324,Aliqui UR-27|Regular,,2,USD 329.78
2325,Aliqui UR-28|Regular,,2,USD 278.1975
2326,Aliqui UR-29|Regular,,2,USD 188.9475
2327,Aliqui UE-01|Extreme,Urban,2,USD 619.45
2328,Aliqui UE-02|Extreme,,2,USD 393.7
2329,Aliqui UE-03|Extreme,,2,USD 329.78
2330,Aliqui UE-04|Extreme,,2,USD 787.45
2331,Aliqui UE-05|Extreme,,2,USD 945
2332,Aliqui UE-06|Extreme,,2,USD 597.98
2333,Aliqui UE-07|Extreme,,2,USD 393.6975
2334,Aliqui UE-08|Extreme,,2,USD 382.73
2335,Aliqui UE-09|Extreme,,2,USD 514.45
2336,Aliqui UE-10|Extreme,,2,USD 813.23
2337,Aliqui UE-11|Extreme,,2,USD 419.48
2338,Aliqui UE-12|Extreme,,2,USD 472.4475
2339,Aliqui UE-13|Extreme,,2,USD 488.2
2340,Aliqui UE-14|Extreme,,2,USD 551.1975
2341,Aliqui UE-15|Extreme,,2,USD 466.73
2342,Aliqui UE-16|Extreme,,2,USD 241.4475
2343,Aliqui UE-17|Extreme,,2,USD 566.48
2344,Aliqui UE-18|Extreme,,2,USD 52.4475
2345,Aliqui UE-19|Extreme,,2,USD 446.2
2346,Aliqui UE-20|Extreme,,2,USD 329.78
2347,Aliqui UE-21|Extreme,,2,USD 329.78
2348,Aliqui UE-22|Extreme,,2,USD 855.23
2349,Aliqui UE-23|Extreme,,2,USD 419.9475
2350,Aliqui UE-24|Extreme,,2,USD 414.23
2351,Aliqui UE-25|Extreme,,2,USD 341.2
2352,Aliqui UE-26|Extreme,,2,USD 388.45
2353,Aliqui UC-01|Convenience,Urban,2,USD 467.2
2354,Aliqui UC-02|Convenience,,2,USD 414.23
2355,Aliqui UC-03|Convenience,,2,USD 708.23
2356,Aliqui UC-04|Convenience,,2,USD 728.7
2357,Aliqui UC-05|Convenience,,2,USD 293.95
2358,Aliqui UC-06|Convenience,,2,USD 329.78
2359,Aliqui UC-07|Convenience,,2,USD 477.7
2360,Aliqui UC-08|Convenience,,2,USD 613.73
2361,Aliqui UC-09|Convenience,,2,USD 650.48
2362,Aliqui UC-10|Convenience,,2,USD 818.95
2363,Aliqui UC-11|Convenience,,2,USD 1049.48
2364,Aliqui UC-12|Convenience,,2,USD 335.95
2365,Aliqui UC-13|Convenience,,2,USD 592.725
2366,Aliqui UC-14|Convenience,,2,USD 435.23
2367,Aliqui UC-15|Convenience,,2,USD 513.98
2368,Aliqui UC-16|Convenience,,2,USD 1049.48
2369,Aliqui UC-17|Convenience,,2,USD 456.23
2370,Aliqui UC-18|Convenience,,2,USD 750.7
2371,Aliqui UC-19|Convenience,,2,USD 587.95
2372,Aliqui UC-20|Convenience,,2,USD 435.7
2373,Aliqui UC-21|Convenience,,2,USD 624.7
2374,Aliqui UC-22|Convenience,,2,USD 661.45
2375,Aliqui UC-23|Convenience,,2,USD 698.2
2376,Aliqui UC-24|Convenience,,2,USD 834.23
2377,Aliqui UC-25|Convenience,,2,USD 870.98
2378,Aliqui UC-26|Convenience,,2,USD 823.73
2379,Aliqui UC-27|Convenience,,2,USD 227.85
2380,Aliqui UC-28|Convenience,,2,USD 366.98
2381,Aliqui UC-29|Convenience,,2,USD 635.2
2382,Aliqui UC-30|Convenience,,2,USD 329.78
2383,Aliqui UC-31|Convenience,,2,USD 329.78
2384,Aliqui UC-32|Convenience,,2,USD 702.98
2385,Aliqui UC-33|Convenience,,2,USD 802.73
2386,Aliqui UC-34|Convenience,,2,USD 329.78
2387,Aliqui UC-35|Convenience,,2,USD 530.2
2388,Aliqui UC-36|Convenience,,2,USD 346.45
2389,Aliqui UC-37|Convenience,,2,USD 923.48
2390,Aliqui UC-38|Convenience,,2,USD 191.5725
2391,Aliqui UC-39|Convenience,,2,USD 823.73
2392,Aliqui YY-01|Youth,Youth,2,USD 329.78
2393,Aliqui YY-02|Youth,,2,USD 118.13
2394,Aliqui YY-03|Youth,,2,USD 152.2
2395,Aliqui YY-04|Youth,,2,USD 177.98
2396,Aliqui YY-05|Youth,,2,USD 125.48
2397,Aliqui YY-06|Youth,,2,USD 329.78
2398,Aliqui YY-07|Youth,,2,USD 39.3225
2399,Aliqui YY-08|Youth,,2,USD 135.98
2400,Aliqui YY-09|Youth,,2,USD 94.45
2401,Aliqui YY-10|Youth,,2,USD 167.95
2402,Aliqui YY-11|Youth,,2,USD 359.63
2403,Aliqui YY-12|Youth,,2,USD 135.98
2404,Aliqui YY-13|Youth,,2,USD 278.2
2405,Aliqui YY-14|Youth,,2,USD 450.98
2406,Aliqui YY-15|Youth,,2,USD 94.45
2407,Aliqui YY-16|Youth,,2,USD 81.325
2408,Aliqui YY-17|Youth,,2,USD 329.78
2409,Aliqui YY-18|Youth,,2,USD 329.78
2410,Aliqui YY-19|Youth,,2,USD 104.95
2411,Aliqui YY-20|Youth,,2,USD 115.4475
2412,Aliqui YY-21|Youth,,2,USD 120.23
