"Poverty estimates for the U.S., States, and counties, 2020",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Source: U.S. Department of Commerce, Bureau of the Census, Small Area Income and Poverty Estimates (SAIPE) Program. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"For definitions of rural classifications, see the USDA, Economic Research Service webpage ""Rural Classifications"" in the ""Rural Economy & Population"" topic. Note that counties not existing when rural classifications were determined will not have values for those fields. Variable descriptions (column names) are found in the second tab in this workbook.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This table was prepared by USDA, Economic Research Service. Data as of June 3, 2022. Contact: Kathleen Kassel, katheen.kassel@usda.gov",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FIPS_code,Stabr,Area_name,Rural-urban_Continuum_Code_2003,Urban_Influence_Code_2003,Rural-urban_Continuum_Code_2013,Urban_Influence_Code_2013,POVALL_2020,CI90LBALL_2020,CI90UBALL_2020,PCTPOVALL_2020,CI90LBALLP_2020,CI90UBALLP_2020,POV017_2020,CI90LB017_2020,CI90UB017_2020,PCTPOV017_2020,CI90LB017P_2020,CI90UB017P_2020,POV517_2020,CI90LB517_2020,CI90UB517_2020,PCTPOV517_2020,CI90LB517P_2020,CI90UB517P_2020,MEDHHINC_2020,CI90LBINC_2020,CI90UBINC_2020,POV04_2020,CI90LB04_2020,CI90UB04_2020,PCTPOV04_2020,CI90LB04P_2020,CI90UB04P_2020,,,,,,,,,,,,,
04001,AZ,Apache County,6,6,6,6,"22,939","20,432","25,446",32.4,28.9,35.9,"8,318","7,214","9,422",44.4,38.5,50.3,"5,696","4,827","6,565",40.1,34.0,46.2,"36,319","31,086","41,552",,,,,,,,,,,,,,,,,,,
04003,AZ,Cochise County,4,5,3,2,"17,815","13,814","21,816",14.6,11.3,17.9,"5,405","3,688","7,122",20.7,14.1,27.3,"3,733","2,503","4,963",19.4,13.0,25.8,"51,171","46,152","56,190",,,,,,,,,,,,,,,,,,,
04005,AZ,Coconino County,3,2,3,2,"22,540","19,783","25,297",17.2,15.1,19.3,"4,807","3,544","6,070",17.3,12.8,21.8,"3,338","2,377","4,299",16.2,11.5,20.9,"57,146","52,401","61,891",,,,,,,,,,,,,,,,,,,
04007,AZ,Gila County,4,3,4,3,"8,911","7,094","10,728",16.7,13.3,20.1,"2,679","1,943","3,415",26.2,19.0,33.4,"1,863","1,315","2,411",24.6,17.4,31.8,"49,280","44,063","54,497",,,,,,,,,,,,,,,,,,,
04009,AZ,Graham County,6,8,7,8,"5,523","4,275","6,771",15.2,11.8,18.6,"1,662","1,095","2,229",16.3,10.7,21.9,"1,124",722,"1,526",15.0,9.6,20.4,"55,419","49,278","61,560",,,,,,,,,,,,,,,,,,,
04011,AZ,Greenlee County,7,8,7,9,776,575,977,8.4,6.2,10.6,219,146,292,9.0,6.0,12.0,149,96,202,8.6,5.5,11.7,"67,530","61,159","73,901",,,,,,,,,,,,,,,,,,,
04012,AZ,La Paz County,6,4,6,4,"4,405","3,409","5,401",20.8,16.1,25.5,859,585,"1,133",26.3,17.9,34.7,575,368,782,24.4,15.6,33.2,"41,637","35,556","47,718",,,,,,,,,,,,,,,,,,,
04013,AZ,Maricopa County,1,1,1,1,"520,797","494,660","546,934",11.6,11.0,12.2,"165,566","153,772","177,360",16.0,14.9,17.1,"116,695","107,829","125,561",15.2,14.0,16.4,"71,799","70,604","72,994",,,,,,,,,,,,,,,,,,,
04015,AZ,Mohave County,4,3,3,2,"32,550","26,911","38,189",15.3,12.6,18.0,"8,802","6,816","10,788",25.5,19.8,31.2,"6,010","4,514","7,506",23.7,17.8,29.6,"46,678","42,143","51,213",,,,,,,,,,,,,,,,,,,
04017,AZ,Navajo County,4,6,4,5,"25,532","21,854","29,210",23.3,19.9,26.7,"8,889","7,097","10,681",31.5,25.1,37.9,"6,244","4,898","7,590",29.5,23.1,35.9,"46,698","43,830","49,566",,,,,,,,,,,,,,,,,,,
04019,AZ,Pima County,2,2,2,2,"154,790","140,483","169,097",14.9,13.5,16.3,"41,969","36,222","47,716",20.0,17.3,22.7,"27,736","23,337","32,135",17.9,15.1,20.7,"56,551","53,790","59,312",,,,,,,,,,,,,,,,,,,
04021,AZ,Pinal County,1,1,1,1,"50,810","42,300","59,320",11.1,9.2,13.0,"14,998","11,419","18,577",14.6,11.1,18.1,"10,467","7,986","12,948",13.6,10.4,16.8,"66,992","64,199","69,785",,,,,,,,,,,,,,,,,,,
04023,AZ,Santa Cruz County,4,5,4,5,"7,810","5,881","9,739",16.8,12.7,20.9,"3,093","1,988","4,198",25.5,16.4,34.6,"2,223","1,377","3,069",24.7,15.3,34.1,"44,402","38,686","50,118",,,,,,,,,,,,,,,,,,,
04025,AZ,Yavapai County,3,2,3,2,"25,610","20,968","30,252",10.8,8.8,12.8,"5,538","3,746","7,330",15.2,10.3,20.1,"3,594","2,320","4,868",13.2,8.5,17.9,"58,860","53,700","64,020",,,,,,,,,,,,,,,,,,,
04027,AZ,Yuma County,3,2,3,2,"31,745","25,863","37,627",15.2,12.4,18.0,"10,862","7,890","13,834",20.5,14.9,26.1,"7,873","5,653","10,093",20.6,14.8,26.4,"54,278","50,727","57,829",,,,,,,,,,,,,,,,,,,
05000,AR,Arkansas,,,,,"448,665","434,898","462,432",15.2,14.7,15.7,"142,855","136,047","149,663",20.8,19.8,21.8,"96,688","90,761","102,615",19.3,18.1,20.5,"51,146","49,750","52,542","43,491","40,261","46,721",24.0,22.2,25.8,,,,,,,,,,,,,
05001,AR,Arkansas County,6,6,6,6,"2,940","2,288","3,592",17.2,13.4,21.0,857,553,"1,161",21.8,14.1,29.5,606,391,821,21.4,13.8,29.0,"51,186","45,052","57,320",,,,,,,,,,,,,,,,,,,
05003,AR,Ashley County,7,11,7,11,"3,279","2,498","4,060",17.1,13.0,21.2,"1,042",693,"1,391",24.4,16.2,32.6,696,437,955,21.9,13.7,30.1,"44,677","37,879","51,475",,,,,,,,,,,,,,,,,,,
05005,AR,Baxter County,7,8,7,8,"6,013","4,792","7,234",14.4,11.5,17.3,"1,748","1,332","2,164",24.0,18.3,29.7,"1,257",958,"1,556",23.0,17.5,28.5,"44,833","39,093","50,573",,,,,,,,,,,,,,,,,,,
05007,AR,Benton County,2,2,2,2,"25,970","21,852","30,088",9.1,7.7,10.5,"9,151","7,127","11,175",12.5,9.7,15.3,"5,792","4,254","7,330",10.8,7.9,13.7,"78,678","73,951","83,405",,,,,,,,,,,,,,,,,,,
05009,AR,Boone County,7,8,7,8,"5,255","4,069","6,441",14.1,10.9,17.3,"1,636","1,069","2,203",19.8,12.9,26.7,"1,097",688,"1,506",17.7,11.1,24.3,"48,153","42,341","53,965",,,,,,,,,,,,,,,,,,,
05011,AR,Bradley County,6,6,7,9,"2,156","1,612","2,700",20.6,15.4,25.8,728,478,978,28.4,18.6,38.2,509,325,693,26.8,17.1,36.5,"41,578","35,203","47,953",,,,,,,,,,,,,,,,,,,
05013,AR,Calhoun County,9,8,9,8,798,610,986,16.2,12.4,20.0,204,142,266,22.3,15.5,29.1,152,105,199,21.1,14.5,27.7,"50,865","46,631","55,099",,,,,,,,,,,,,,,,,,,
05015,AR,Carroll County,6,6,6,6,"3,935","2,981","4,889",14.1,10.7,17.5,"1,241",806,"1,676",20.6,13.4,27.8,856,531,"1,181",19.4,12.0,26.8,"45,397","38,500","52,294",,,,,,,,,,,,,,,,,,,
05017,AR,Chicot County,7,9,7,9,"2,467","1,836","3,098",26.8,19.9,33.7,782,500,"1,064",36.7,23.5,49.9,542,336,748,34.1,21.1,47.1,"35,992","30,766","41,218",,,,,,,,,,,,,,,,,,,
05019,AR,Clark County,7,8,7,8,"3,830","2,997","4,663",20.1,15.7,24.5,902,590,"1,214",22.0,14.4,29.6,641,405,877,21.3,13.4,29.2,"46,464","39,282","53,646",,,,,,,,,,,,,,,,,,,
05021,AR,Clay County,7,9,7,9,"2,577","2,055","3,099",18.1,14.4,21.8,728,503,953,24.3,16.8,31.8,507,343,671,23.1,15.6,30.6,"43,723","41,430","46,016",,,,,,,,,,,,,,,,,,,
05023,AR,Cleburne County,6,6,6,6,"3,563","2,769","4,357",14.5,11.3,17.7,948,629,"1,267",20.9,13.9,27.9,682,433,931,19.7,12.5,26.9,"49,964","45,861","54,067",,,,,,,,,,,,,,,,,,,
05025,AR,Cleveland County,3,2,3,2,"1,086",805,"1,367",13.8,10.2,17.4,324,212,436,19.3,12.6,26.0,224,142,306,17.3,11.0,23.6,"57,697","53,229","62,165",,,,,,,,,,,,,,,,,,,
05027,AR,Columbia County,7,8,7,8,"3,857","2,865","4,849",18.3,13.6,23.0,"1,201",786,"1,616",25.5,16.7,34.3,832,528,"1,136",24.9,15.8,34.0,"44,925","38,302","51,548",,,,,,,,,,,,,,,,,,,
05029,AR,Conway County,6,6,6,6,"3,273","2,504","4,042",15.8,12.1,19.5,"1,054",706,"1,402",22.9,15.3,30.5,713,453,973,20.9,13.3,28.5,"47,049","39,842","54,256",,,,,,,,,,,,,,,,,,,
05031,AR,Craighead County,3,2,3,2,"18,130","15,184","21,076",16.8,14.1,19.5,"6,420","4,980","7,860",23.4,18.1,28.7,"4,638","3,660","5,616",23.4,18.5,28.3,"51,797","46,125","57,469",,,,,,,,,,,,,,,,,,,
05033,AR,Crawford County,2,2,2,2,"9,012","7,063","10,961",14.4,11.3,17.5,"3,055","2,140","3,970",20.4,14.3,26.5,"2,107","1,401","2,813",18.8,12.5,25.1,"54,534","49,511","59,557",,,,,,,,,,,,,,,,,,,
05035,AR,Crittenden County,1,1,1,1,"10,671","8,646","12,696",22.9,18.6,27.2,"4,427","3,300","5,554",35.0,26.1,43.9,"2,933","2,079","3,787",32.0,22.7,41.3,"47,545","42,014","53,076",,,,,,,,,,,,,,,,,,,
05037,AR,Cross County,6,4,6,4,"3,357","2,665","4,049",21.2,16.8,25.6,"1,231",902,"1,560",33.3,24.4,42.2,896,647,"1,145",33.1,23.9,42.3,"40,587","36,047","45,127",,,,,,,,,,,,,,,,,,,
05039,AR,Dallas County,6,6,6,6,"1,244",926,"1,562",19.5,14.5,24.5,405,269,541,32.3,21.5,43.1,280,181,379,30.3,19.6,41.0,"34,649","30,362","38,936",,,,,,,,,,,,,,,,,,,
05041,AR,Desha County,6,6,6,6,"2,507","1,901","3,113",22.8,17.3,28.3,945,636,"1,254",34.0,22.9,45.1,646,417,875,31.3,20.2,42.4,"37,421","31,841","43,001",,,,,,,,,,,,,,,,,,,
05043,AR,Drew County,7,11,6,6,"3,152","2,450","3,854",18.4,14.3,22.5,907,612,"1,202",24.2,16.3,32.1,628,411,845,23.9,15.6,32.2,"46,787","39,575","53,999",,,,,,,,,,,,,,,,,,,
05045,AR,Faulkner County,2,2,2,2,"14,653","11,991","17,315",12.0,9.8,14.2,"3,775","2,544","5,006",13.3,8.9,17.7,"2,464","1,572","3,356",11.8,7.5,16.1,"57,367","51,243","63,491",,,,,,,,,,,,,,,,,,,
05047,AR,Franklin County,2,2,6,6,"2,692","2,084","3,300",15.3,11.8,18.8,774,502,"1,046",19.9,12.9,26.9,558,363,753,19.1,12.4,25.8,"47,256","40,250","54,262",,,,,,,,,,,,,,,,,,,
05049,AR,Fulton County,9,9,9,9,"2,077","1,542","2,612",17.0,12.6,21.4,702,455,949,27.7,17.9,37.5,476,299,653,24.8,15.5,34.1,"39,839","34,170","45,508",,,,,,,,,,,,,,,,,,,
05051,AR,Garland County,3,2,3,2,"15,359","12,200","18,518",15.7,12.5,18.9,"4,358","2,969","5,747",22.7,15.5,29.9,"3,038","2,011","4,065",21.9,14.5,29.3,"46,459","42,441","50,477",,,,,,,,,,,,,,,,,,,
05053,AR,Grant County,2,2,2,2,"1,809","1,361","2,257",9.9,7.4,12.4,606,397,815,15.2,10.0,20.4,425,271,579,14.1,9.0,19.2,"62,077","54,165","69,989",,,,,,,,,,,,,,,,,,,
05055,AR,Greene County,6,5,4,5,"7,696","6,419","8,973",17.1,14.3,19.9,"2,292","1,699","2,885",21.4,15.9,26.9,"1,485","1,032","1,938",19.0,13.2,24.8,"53,821","48,202","59,440",,,,,,,,,,,,,,,,,,,
05057,AR,Hempstead County,6,5,6,6,"3,914","2,983","4,845",18.7,14.3,23.1,"1,431",933,"1,929",27.1,17.7,36.5,983,624,"1,342",25.3,16.1,34.5,"42,790","36,929","48,651",,,,,,,,,,,,,,,,,,,
05059,AR,Hot Spring County,6,6,6,5,"4,709","3,504","5,914",14.9,11.1,18.7,"1,474",962,"1,986",22.5,14.7,30.3,"1,019",647,"1,391",21.0,13.3,28.7,"49,582","42,926","56,238",,,,,,,,,,,,,,,,,,,
05061,AR,Howard County,7,9,6,6,"2,150","1,640","2,660",16.7,12.7,20.7,836,577,"1,095",24.9,17.2,32.6,568,373,763,23.2,15.2,31.2,"40,566","34,527","46,605",,,,,,,,,,,,,,,,,,,
05063,AR,Independence County,7,8,7,8,"5,499","4,395","6,603",15.0,12.0,18.0,"1,688","1,169","2,207",19.0,13.1,24.9,"1,122",742,"1,502",17.1,11.3,22.9,"50,834","44,992","56,676",,,,,,,,,,,,,,,,,,,
05065,AR,Izard County,9,10,9,10,"2,539","1,974","3,104",20.1,15.6,24.6,661,445,877,27.3,18.4,36.2,450,287,613,24.8,15.8,33.8,"41,787","37,501","46,073",,,,,,,,,,,,,,,,,,,
05067,AR,Jackson County,6,6,6,6,"3,344","2,543","4,145",23.1,17.6,28.6,981,660,"1,302",29.6,19.9,39.3,680,451,909,28.7,19.0,38.4,"40,789","35,376","46,202",,,,,,,,,,,,,,,,,,,
05069,AR,Jefferson County,3,2,3,2,"11,303","8,843","13,763",18.9,14.8,23.0,"3,400","2,215","4,585",24.7,16.1,33.3,"2,591","1,689","3,493",25.8,16.8,34.8,"40,588","35,999","45,177",,,,,,,,,,,,,,,,,,,
05071,AR,Johnson County,6,6,7,9,"4,465","3,447","5,483",17.3,13.4,21.2,"1,494",989,"1,999",23.6,15.6,31.6,"1,009",646,"1,372",21.7,13.9,29.5,"39,439","33,625","45,253",,,,,,,,,,,,,,,,,,,
05073,AR,Lafayette County,8,7,8,7,"1,289",949,"1,629",19.8,14.6,25.0,346,226,466,29.5,19.3,39.7,249,159,339,29.4,18.7,40.1,"40,007","34,041","45,973",,,,,,,,,,,,,,,,,,,
05075,AR,Lawrence County,6,6,6,6,"3,006","2,346","3,666",19.2,15.0,23.4,926,635,"1,217",26.1,17.9,34.3,636,415,857,24.8,16.2,33.4,"41,188","34,902","47,474",,,,,,,,,,,,,,,,,,,
05077,AR,Lee County,6,4,7,9,"2,527","1,964","3,090",36.8,28.6,45.0,670,478,862,45.4,32.4,58.4,474,330,618,45.1,31.3,58.9,"32,502","27,591","37,413",,,,,,,,,,,,,,,,,,,
05079,AR,Lincoln County,3,2,3,2,"2,223","1,638","2,808",23.6,17.4,29.8,484,320,648,23.2,15.4,31.0,340,220,460,22.6,14.6,30.6,"47,903","43,306","52,500",,,,,,,,,,,,,,,,,,,
05081,AR,Little River County,6,6,3,2,"1,943","1,452","2,434",16.2,12.1,20.3,649,427,871,24.4,16.1,32.7,440,280,600,22.8,14.5,31.1,"47,125","40,250","54,000",,,,,,,,,,,,,,,,,,,
05083,AR,Logan County,6,6,6,6,"3,308","2,537","4,079",15.8,12.1,19.5,963,626,"1,300",22.2,14.4,30.0,688,436,940,22.1,14.0,30.2,"43,577","38,891","48,263",,,,,,,,,,,,,,,,,,,
05085,AR,Lonoke County,2,2,2,2,"7,974","6,471","9,477",10.9,8.8,13.0,"2,582","1,902","3,262",14.2,10.5,17.9,"1,628","1,082","2,174",11.9,7.9,15.9,"59,623","51,892","67,354",,,,,,,,,,,,,,,,,,,
05087,AR,Madison County,2,2,2,2,"2,797","2,173","3,421",16.9,13.1,20.7,938,649,"1,227",25.2,17.5,32.9,659,447,871,24.4,16.5,32.3,"45,144","38,483","51,805",,,,,,,,,,,,,,,,,,,
05089,AR,Marion County,9,10,9,10,"3,165","2,583","3,747",19.1,15.6,22.6,854,579,"1,129",27.6,18.7,36.5,585,374,796,25.5,16.3,34.7,"39,888","33,902","45,874",,,,,,,,,,,,,,,,,,,
05091,AR,Miller County,3,2,3,2,"8,050","6,499","9,601",19.2,15.5,22.9,"2,400","1,613","3,187",24.4,16.4,32.4,"1,656","1,094","2,218",23.1,15.3,30.9,"43,634","37,882","49,386",,,,,,,,,,,,,,,,,,,
05093,AR,Mississippi County,4,5,4,3,"8,235","6,404","10,066",21.0,16.3,25.7,"2,867","1,956","3,778",28.0,19.1,36.9,"1,936","1,233","2,639",26.3,16.8,35.8,"47,892","43,035","52,749",,,,,,,,,,,,,,,,,,,
05095,AR,Monroe County,7,9,7,9,"1,543","1,151","1,935",23.8,17.7,29.9,514,336,692,36.5,23.9,49.1,354,224,484,36.8,23.3,50.3,"35,833","30,737","40,929",,,,,,,,,,,,,,,,,,,
05097,AR,Montgomery County,8,7,8,7,"1,666","1,269","2,063",18.8,14.3,23.3,460,299,621,28.3,18.4,38.2,321,202,440,27.2,17.1,37.3,"42,751","36,345","49,157",,,,,,,,,,,,,,,,,,,
05099,AR,Nevada County,7,8,7,9,"1,512","1,116","1,908",19.1,14.1,24.1,497,322,672,27.8,18.0,37.6,337,208,466,25.5,15.8,35.2,"41,854","35,562","48,146",,,,,,,,,,,,,,,,,,,
05101,AR,Newton County,9,8,9,8,"1,406","1,046","1,766",18.7,13.9,23.5,426,283,569,29.8,19.8,39.8,295,188,402,27.6,17.6,37.6,"40,698","34,593","46,803",,,,,,,,,,,,,,,,,,,
05103,AR,Ouachita County,7,8,7,8,"4,669","3,682","5,656",20.5,16.2,24.8,"1,396",968,"1,824",27.9,19.4,36.4,969,662,"1,276",25.9,17.7,34.1,"46,374","39,957","52,791",,,,,,,,,,,,,,,,,,,
05105,AR,Perry County,2,2,2,2,"1,506","1,140","1,872",14.7,11.1,18.3,494,323,665,22.7,14.8,30.6,348,221,475,21.5,13.7,29.3,"46,317","39,204","53,430",,,,,,,,,,,,,,,,,,,
05107,AR,Phillips County,7,8,6,3,"3,767","2,593","4,941",22.1,15.2,29.0,"1,634",972,"2,296",37.0,22.0,52.0,"1,140",662,"1,618",36.6,21.2,52.0,"35,167","30,578","39,756",,,,,,,,,,,,,,,,,,,
05109,AR,Pike County,9,10,9,10,"1,932","1,526","2,338",18.6,14.7,22.5,552,364,740,24.6,16.2,33.0,389,250,528,23.1,14.8,31.4,"43,133","37,309","48,957",,,,,,,,,,,,,,,,,,,
05111,AR,Poinsett County,3,2,3,2,"4,857","3,821","5,893",21.2,16.7,25.7,"1,572","1,082","2,062",28.9,19.9,37.9,"1,065",706,"1,424",27.1,18.0,36.2,"36,150","33,526","38,774",,,,,,,,,,,,,,,,,,,
05113,AR,Polk County,7,11,7,11,"3,538","2,664","4,412",18.1,13.6,22.6,"1,214",828,"1,600",28.1,19.2,37.0,854,567,"1,141",25.8,17.1,34.5,"42,915","37,088","48,742",,,,,,,,,,,,,,,,,,,
05115,AR,Pope County,5,8,5,8,"8,552","6,618","10,486",14.1,10.9,17.3,"2,508","1,656","3,360",17.6,11.6,23.6,"1,723","1,103","2,343",16.6,10.6,22.6,"46,350","42,524","50,176",,,,,,,,,,,,,,,,,,,
05117,AR,Prairie County,8,7,8,7,"1,137",834,"1,440",14.5,10.6,18.4,392,257,527,24.4,16.0,32.8,281,178,384,24.0,15.2,32.8,"48,478","41,755","55,201",,,,,,,,,,,,,,,,,,,
05119,AR,Pulaski County,2,2,2,2,"59,031","51,421","66,641",15.3,13.3,17.3,"20,032","16,070","23,994",22.5,18.0,27.0,"12,752","9,587","15,917",19.9,15.0,24.8,"56,171","51,506","60,836",,,,,,,,,,,,,,,,,,,
05121,AR,Randolph County,7,11,7,9,"2,912","2,262","3,562",16.3,12.7,19.9,997,698,"1,296",23.5,16.5,30.5,672,453,891,22.4,15.1,29.7,"46,495","40,564","52,426",,,,,,,,,,,,,,,,,,,
05123,AR,St. Francis County,6,3,6,3,"6,199","4,756","7,642",30.1,23.1,37.1,"2,001","1,323","2,679",39.6,26.2,53.0,"1,398",909,"1,887",39.3,25.5,53.1,"37,759","32,031","43,487",,,,,,,,,,,,,,,,,,,
05125,AR,Saline County,2,2,2,2,"10,057","7,808","12,306",8.2,6.4,10.0,"3,031","1,994","4,068",10.8,7.1,14.5,"2,180","1,420","2,940",10.3,6.7,13.9,"70,550","63,567","77,533",,,,,,,,,,,,,,,,,,,
05127,AR,Scott County,6,6,6,6,"1,756","1,292","2,220",17.5,12.9,22.1,623,400,846,27.1,17.4,36.8,421,262,580,25.1,15.7,34.5,"41,230","35,362","47,098",,,,,,,,,,,,,,,,,,,
05129,AR,Searcy County,9,10,9,10,"1,732","1,330","2,134",22.3,17.1,27.5,529,361,697,34.9,23.8,46.0,372,244,500,32.8,21.5,44.1,"33,814","28,482","39,146",,,,,,,,,,,,,,,,,,,
05131,AR,Sebastian County,2,2,2,2,"21,137","17,710","24,564",16.8,14.1,19.5,"7,106","5,452","8,760",24.0,18.4,29.6,"4,790","3,547","6,033",22.3,16.5,28.1,"48,627","43,472","53,782",,,,,,,,,,,,,,,,,,,
05133,AR,Sevier County,7,11,6,6,"2,755","2,086","3,424",16.7,12.6,20.8,"1,142",752,"1,532",24.5,16.1,32.9,774,498,"1,050",22.3,14.4,30.2,"45,838","38,938","52,738",,,,,,,,,,,,,,,,,,,
05135,AR,Sharp County,7,9,7,9,"3,110","2,298","3,922",18.1,13.4,22.8,999,630,"1,368",28.7,18.1,39.3,717,445,989,28.0,17.4,38.6,"40,437","34,872","46,002",,,,,,,,,,,,,,,,,,,
05137,AR,Stone County,9,9,9,9,"2,513","1,970","3,056",20.1,15.8,24.4,695,462,928,29.1,19.4,38.8,509,337,681,29.0,19.2,38.8,"36,148","31,982","40,314",,,,,,,,,,,,,,,,,,,
05139,AR,Union County,5,8,7,8,"6,381","5,045","7,717",16.9,13.4,20.4,"1,959","1,338","2,580",21.8,14.9,28.7,"1,304",829,"1,779",19.7,12.5,26.9,"47,857","41,145","54,569",,,,,,,,,,,,,,,,,,,
05141,AR,Van Buren County,8,7,8,6,"2,674","2,024","3,324",16.4,12.4,20.4,695,436,954,22.6,14.2,31.0,508,316,700,21.7,13.5,29.9,"42,345","36,799","47,891",,,,,,,,,,,,,,,,,,,
05143,AR,Washington County,2,2,2,2,"30,994","26,614","35,374",13.2,11.3,15.1,"8,392","6,063","10,721",14.7,10.6,18.8,"5,424","3,730","7,118",13.1,9.0,17.2,"57,712","53,663","61,761",,,,,,,,,,,,,,,,,,,
05145,AR,White County,4,5,4,5,"11,176","9,046","13,306",14.8,12.0,17.6,"3,400","2,456","4,344",19.1,13.8,24.4,"2,351","1,606","3,096",17.6,12.0,23.2,"43,765","38,993","48,537",,,,,,,,,,,,,,,,,,,
05147,AR,Woodruff County,9,9,9,10,"1,386","1,023","1,749",22.6,16.7,28.5,434,282,586,33.1,21.5,44.7,306,193,419,33.1,20.9,45.3,"37,634","31,890","43,378",,,,,,,,,,,,,,,,,,,
05149,AR,Yell County,6,5,6,5,"2,971","2,236","3,706",14.3,10.8,17.8,"1,073",686,"1,460",21.6,13.8,29.4,741,461,"1,021",20.1,12.5,27.7,"48,728","42,845","54,611",,,,,,,,,,,,,,,,,,,
06000,CA,California,,,,,"4,419,167","4,357,445","4,480,889",11.5,11.3,11.7,"1,260,145","1,226,143","1,294,147",14.6,14.2,15.0,"898,424","868,759","928,089",14.2,13.7,14.7,"83,001","82,422","83,580","327,414","312,308","342,520",14.6,13.9,15.3,,,,,,,,,,,,,
06001,CA,Alameda County,1,1,1,1,"139,636","124,941","154,331",8.6,7.7,9.5,"29,982","24,183","35,781",9.1,7.3,10.9,"21,299","17,057","25,541",8.9,7.1,10.7,"113,518","110,514","116,522",,,,,,,,,,,,,,,,,,,
06003,CA,Alpine County,8,4,8,4,159,116,202,14.3,10.4,18.2,51,34,68,24.5,16.3,32.7,32,21,43,20.0,12.9,27.1,"64,542","55,068","74,016",,,,,,,,,,,,,,,,,,,
06005,CA,Amador County,6,4,6,4,"3,678","2,642","4,714",10.3,7.4,13.2,769,514,"1,024",13.0,8.7,17.3,546,359,733,12.6,8.3,16.9,"68,141","59,644","76,638",,,,,,,,,,,,,,,,,,,
06007,CA,Butte County,3,2,3,2,"35,963","31,105","40,821",17.3,15.0,19.6,"7,852","5,909","9,795",18.7,14.1,23.3,"5,817","4,417","7,217",19.0,14.4,23.6,"54,718","49,240","60,196",,,,,,,,,,,,,,,,,,,
06009,CA,Calaveras County,6,6,6,6,"5,310","4,008","6,612",11.6,8.8,14.4,"1,213",821,"1,605",16.1,10.9,21.3,858,573,"1,143",15.5,10.3,20.7,"66,329","56,704","75,954",,,,,,,,,,,,,,,,,,,
06011,CA,Colusa County,6,4,6,4,"2,200","1,678","2,722",10.3,7.8,12.8,733,494,972,12.9,8.7,17.1,529,353,705,12.4,8.3,16.5,"59,422","50,617","68,227",,,,,,,,,,,,,,,,,,,
06013,CA,Contra Costa County,1,1,1,1,"82,136","70,711","93,561",7.2,6.2,8.2,"19,800","15,441","24,159",7.9,6.2,9.6,"13,608","10,409","16,807",7.2,5.5,8.9,"106,484","103,471","109,497",,,,,,,,,,,,,,,,,,,
06015,CA,Del Norte County,7,8,7,8,"4,604","3,370","5,838",18.5,13.5,23.5,"1,313",883,"1,743",23.4,15.7,31.1,914,610,"1,218",21.8,14.5,29.1,"47,442","40,788","54,096",,,,,,,,,,,,,,,,,,,
06017,CA,El Dorado County,1,1,1,1,"15,992","13,059","18,925",8.4,6.9,9.9,"3,259","2,410","4,108",8.8,6.5,11.1,"2,160","1,527","2,793",7.6,5.4,9.8,"87,792","80,935","94,649",,,,,,,,,,,,,,,,,,,
06019,CA,Fresno County,2,2,2,2,"168,153","149,911","186,395",17.1,15.2,19.0,"63,763","54,355","73,171",23.1,19.7,26.5,"44,236","38,033","50,439",21.7,18.7,24.7,"61,401","58,250","64,552",,,,,,,,,,,,,,,,,,,
06021,CA,Glenn County,6,6,6,6,"3,470","2,613","4,327",12.4,9.3,15.5,"1,278",858,"1,698",17.2,11.5,22.9,885,582,"1,188",16.1,10.6,21.6,"57,779","50,629","64,929",,,,,,,,,,,,,,,,,,,
06023,CA,Humboldt County,5,8,5,8,"20,847","17,684","24,010",15.8,13.4,18.2,"4,664","3,454","5,874",18.8,13.9,23.7,"3,061","2,139","3,983",17.2,12.0,22.4,"56,071","49,772","62,370",,,,,,,,,,,,,,,,,,,
06025,CA,Imperial County,3,2,3,2,"31,134","25,516","36,752",18.1,14.8,21.4,"12,611","9,335","15,887",24.9,18.4,31.4,"9,014","6,279","11,749",24.3,16.9,31.7,"47,599","42,136","53,062",,,,,,,,,,,,,,,,,,,
06027,CA,Inyo County,7,8,7,11,"1,940","1,460","2,420",10.9,8.2,13.6,535,367,703,14.6,10.0,19.2,372,251,493,13.8,9.3,18.3,"55,981","53,715","58,247",,,,,,,,,,,,,,,,,,,
06029,CA,Kern County,2,2,2,2,"159,609","143,750","175,468",18.3,16.5,20.1,"62,402","53,763","71,041",24.6,21.2,28.0,"47,088","41,004","53,172",25.1,21.9,28.3,"58,583","56,047","61,119",,,,,,,,,,,,,,,,,,,
06031,CA,Kings County,3,2,3,2,"19,874","15,490","24,258",14.5,11.3,17.7,"7,179","5,245","9,113",17.8,13.0,22.6,"4,768","3,335","6,201",16.3,11.4,21.2,"60,319","55,133","65,505",,,,,,,,,,,,,,,,,,,
06033,CA,Lake County,4,5,4,5,"10,131","8,049","12,213",15.9,12.6,19.2,"2,980","2,046","3,914",22.2,15.2,29.2,"2,132","1,454","2,810",22.3,15.2,29.4,"52,345","47,660","57,030",,,,,,,,,,,,,,,,,,,
